,Status,CommonCode,Name,Description,LevelAndCategory,Symbol,ConversionFactor
1544,nan,M36,30-day month,"A unit of count defining the number of months expressed in multiples of 30 days, one day equals 24 hours.",3.7,mo (30 days),"2,592 000 x 10⁶ s"
1545,nan,M37,actual/360,"A unit of count defining the number of years expressed in multiples of 360 days, one day equals 24 hours.",3.7,y (360 days),"3,110 400 0 x 10⁷ s"
1546,nan,M38,kilometre per second squared,1000-fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2.,1M,km/s²,10³ m/s²
1547,nan,M39,centimetre per second squared,"0,01-fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2.",1M,cm/s²,10⁻² m/s²
1548,nan,M4,monetary value,A unit of measure expressed as a monetary amount.,3.9,nan,nan
1549,nan,M40,yard per second squared,Unit of the length according to the Anglo-American and Imperial system of units divided by the power of the SI base unit second by exponent 2.,2,yd/s²,"9,144 x 10⁻¹ m/s²"
1550,nan,M41,millimetre per second squared,"0,001-fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2.",1M,mm/s²,10⁻³ m/s²
1551,nan,M42,mile (statute mile) per second squared,Unit of the length according to the Imperial system of units divided by the power of the SI base unit second by exponent 2.,2,mi/s²,"1,609 344 x 10³ m/s²"
1552,nan,M43,mil,"Unit to indicate an angle at military zone, equal to the 6400th part of the full circle of the 360° or 2·p·rad.",2,mil,"9,817 477  x 10⁻⁴ rad"
1553,nan,M44,revolution,Unit to identify an angle of the full circle of 360° or 2·p·rad (Refer ISO/TC12 SI Guide).,2,rev,"6,283 185 rad"
1554,nan,M45,degree [unit of angle] per second squared,360 part of a full circle divided by the power of the SI base unit second and the exponent 2.,1M,°/s²,"1,745 329 x 10⁻² rad / s"
1555,nan,M46,revolution per minute,Unit of the angular velocity.,2.0,r/min,"0,104 719 8 rad/s"
1556,nan,M47,circular mil,"Unit of an area, of which the size is given by a diameter of length of 1 mm (0,001 in) based on the formula: area = p·(diameter/2)².",2,cmil,"5,067 075 x 10⁻¹⁰ m²"
1557,nan,M48,square mile (based on U.S. survey foot),"Unit of the area, which is mainly common in the agriculture and forestry.",2,mi² (US survey),"2,589 998 x 10⁶ m²"
1558,nan,M49,chain (based on U.S. survey foot),Unit of the length according the Anglo-American system of units.,2,ch (US survey) ,"2,011684 x 10 m"
1559,nan,M5,microcurie,nan,2S,µCi,"3,7 x 10⁴ Bq"
1560,nan,M50,furlong,Unit commonly used in Great Britain at rural distances: 1 furlong = 40 rods = 10 chains (UK) = 1/8 mile = 1/10 furlong = 220 yards = 660 foot.,2,fur,"2,011 68 x 10² m"
1561,nan,M51,foot (U.S. survey),"Unit commonly used in the United States for ordnance survey.,",2,ft (US survey) ,"3,048 006 x 10⁻¹ m"
1562,nan,M52,mile (based on U.S. survey foot),Unit commonly used in the United States for ordnance survey.,2,mi (US survey) ,"1,609347 x 10³ m"
1563,nan,M53,metre per pascal,SI base unit metre divided by the derived SI unit pascal.,1M,m/Pa,kg⁻¹ x m² x s²
1564,nan,M55,metre per radiant,Unit of the translation factor for implementation from rotation to linear movement.,1S,m/rad,m/rad
1565,nan,M56,shake,Unit for a very short period.,2,shake,10⁻⁸ s
1566,nan,M57,mile per minute,Unit of velocity from the Imperial system of units.,2,mi/min,"26,822 4 m/s"
1567,nan,M58,mile per second,Unit of the velocity from the Imperial system of units.,2,mi/s,"1,609 344 x 10³ m/s"
1568,nan,M59,metre per second pascal,SI base unit meter divided by the product of SI base unit second and the derived SI unit pascal.,1S,(m/s)/Pa,m² x kg⁻¹ x s
1569,nan,M60,metre per hour,SI base unit metre divided by the unit hour.,2,m/h,"2,777 78 x 10⁻⁴ m/s"
1570,nan,M61,inch per year,Unit of the length according to the Anglo-American and Imperial system of units divided by the unit common year with 365 days.,2,in/y,"8,048 774 x 10⁻¹⁰ m/s"
1571,nan,M62,kilometre per second,1000-fold of the SI base unit metre divided by the SI base unit second.,2,km/s,10³ m/s
1572,nan,M63,inch per minute,Unit inch according to the Anglo-American and Imperial system of units divided by the unit minute.,2,in/min,"4,233 333 x 10⁻⁴ m/s"
1573,nan,M64,yard per second,Unit yard according to the Anglo-American and Imperial system of units divided by the SI base unit second.,2,yd/s,"9,144 x 10⁻¹ m/s"
1574,nan,M65,yard per minute,Unit yard according to the Anglo-American and Imperial system of units divided by the unit minute.,2,yd/min,"1,524 x 10⁻² m/s"
1575,nan,M66,yard per hour,Unit yard according to the Anglo-American and Imperial system of units divided by the unit hour.,2,yd/h,"2,54 x 10⁻⁴ m/s"
1576,nan,M67,acre-foot (based on U.S. survey foot),"Unit of the volume, which is used in the United States to measure/gauge the capacity of reservoirs.",2,acre-ft (US survey),"1,233 489 x 10³ m³"
1577,nan,M68,cord (128 ft3),Traditional unit of the volume of stacked firewood which has been measured with a cord.,2,cord,"3,624 556 m³"
1578,nan,M69,cubic mile (UK statute),Unit of volume according to the Imperial system of units.,2,mi³,"4,168 182 x 10⁹ m³"
1579,nan,M7,micro-inch,nan,2,µin,"25,4 x 10⁻⁹ m"
1580,nan,M70,"ton, register",Traditional unit of the cargo capacity.,2,RT,"2,831 685 m³"
1581,nan,M71,cubic metre per pascal,Power of the SI base unit meter by exponent 3 divided by the derived SI base unit pascal.,1S,m³/Pa,kg⁻¹ x m⁴ x s²
1582,nan,M72,bel,Logarithmic relationship to base 10.,1M,B,B
1583,nan,M73,kilogram per cubic metre pascal,SI base unit kilogram divided by the product of the power of the SI base unit metre with exponent 3 and the derived SI unit pascal.,1M,(kg/m³)/Pa,m⁻² x s²
1584,nan,M74,kilogram per pascal,SI base unit kilogram divided by the derived SI unit pascal.,2.0,kg/Pa,m x s²
1585,nan,M75,kilopound-force,1000-fold of the unit of the force pound-force (lbf) according to the Anglo-American system of units with the relationship.,2,kip,"4,448 222 x 10³ N"
1586,nan,M76,poundal,"Non SI-conforming unit of the power, which corresponds to a mass of a pound multiplied with the acceleration of a foot per square second.",2,pdl,"1,382 550 x 10⁻¹ N"
1587,nan,M77,kilogram metre per second squared,Product of the SI base unit kilogram and the SI base unit metre divided by the power of the SI base unit second by exponent 2.,2,kg·m/s²,(kg x m)/s²
1588,nan,M78,pond,"0,001-fold of the unit of the weight, defined as a mass of 1 kg which finds out about a weight strength from 1 kp by the gravitational force at sea level which corresponds to a strength of 9,806 65 newton.",2,p,"9,806 65 x 10⁻³ N"
1589,nan,M79,square foot per hour,Power of the unit foot according to the Anglo-American and Imperial system of units by exponent 2 divided by the unit of time hour.,2,ft²/h,"2,580 64 x 10⁻⁵ m²/s"
1590,nan,M80,stokes per pascal,CGS (Centimetre-Gram-Second system) unit stokes divided by the derived SI unit pascal.,2,St/Pa,10⁻⁴ kg⁻¹ x m³ x s
1591,nan,M81,square centimetre per second,"0,000 1-fold of the power of the SI base unit metre by exponent 2 divided by the SI base unit second.",2,cm²/s,10⁻⁴ m²/s
1592,nan,M82,square metre per second pascal,Power of the SI base unit metre with the exponent 2 divided by the SI base unit second and the derived SI unit pascal.,1.0,(m²/s)/Pa,kg⁻¹ x m³ x s
1593,nan,M83,denier,Traditional unit for the indication of the linear mass of textile fibers and yarns.,2.0,den,"1,111 111 x 10⁻⁷ kg/m"
1594,nan,M84,pound per yard,Unit for linear mass according to avoirdupois system of units.,2,lb/yd,"4,960 546 x 10⁻¹ kg/m"
1595,nan,M85,"ton, assay",Non SI-conforming unit of the mass used in the mineralogy to determine the concentration of precious metals in ore according to the mass of the precious metal in milligrams in a sample of the mass of an assay sound (number of troy ounces in a short ton (1 000 lb)).,2,nan,"2,916 667 x 10⁻² kg"
1596,nan,M86,pfund,Outdated unit of the mass used in Germany.,2,pfd,"0,5 kg"
1597,nan,M87,kilogram per second pascal,SI base unit kilogram divided by the product of the SI base unit second and the derived SI unit pascal.,1S,(kg/s)/Pa,m x s
1598,nan,M88,tonne per month,Unit tonne divided by the unit month.,2,t/mo,"3,802 570 537 68 x 10⁻⁴ kg/s"
1599,nan,M89,tonne per year,Unit tonne divided by the unit year with 365 days.,2,t/y,"3,168 808 781 x 10⁻⁵ kg/s"
1600,nan,M9,million Btu per 1000 cubic foot,nan,3.9,MBTU/kft³,nan
1601,nan,M90,kilopound per hour,1000-fold of the unit of the mass avoirdupois pound according to the avoirdupois unit system divided by the unit hour.,2,klb/h,"0,125 997 889 kg/s"
1602,nan,M91,pound per pound,Proportion of the mass consisting of the avoirdupois pound according to the avoirdupois unit system divided by the avoirdupois pound according to the avoirdupois unit system.,2.0,lb/lb,1.0
1603,nan,M92,pound-force foot,Product of the unit pound-force according to the Anglo-American system of units and the unit foot according to the Anglo-American and the Imperial system of units.,2,lbf·ft,"1,355 818 N x m"
1604,nan,M93,newton metre per radian,Product of the derived SI unit newton and the SI base unit metre divided by the unit radian.,1M,N·m/rad,m² x kg x s⁻² x rad⁻¹
1605,nan,M94,kilogram metre,Unit of imbalance as a product of the SI base unit kilogram and the SI base unit metre.,1S,kg·m,kg x m
1606,nan,M95,poundal foot,Product of the non SI-conforming unit of the force poundal and the unit foot according to the Anglo-American and Imperial system of units .,2,pdl·ft,"4,214 011 x 10⁻² N x m"
1607,nan,M96,poundal inch,Product of the non SI-conforming unit of the force poundal and the unit inch according to the Anglo-American and Imperial system of units .,2,pdl·in,"3,511 677 10⁻³ N x m"
1608,nan,M97,dyne metre,CGS (Centimetre-Gram-Second system) unit of the rotational moment.,2,dyn·m,10⁻⁵ N x m
1609,nan,M98,kilogram centimetre per second,"Product of the SI base unit kilogram and the 0,01-fold of the SI base unit metre divided by the SI base unit second.",1M,kg·(cm/s),10⁻² kg x m/s
1610,nan,M99,gram centimetre per second,"Product of the 0,001-fold of the SI base unit kilogram and the 0,01-fold of the SI base unit metre divided by the SI base unit second.",1M,g·(cm/s),10⁻⁵ kg x m/s
1611,X,MA,machine per unit,nan,3.9,nan,nan
1612,nan,MAH,megavolt ampere reactive hour,A unit of electrical reactive power defining the total amount of reactive power across a power system.,3.1,Mvar·h,nan
1613,nan,MAL,megalitre,nan,1M,Ml,10³ m³
1614,nan,MAM,megametre,nan,2,Mm,10⁶ m
1615,nan,MAR,megavar,A unit of electrical reactive power represented by a current of one thousand amperes flowing due a potential difference of one thousand volts where the sine of the phase angle between them is 1.,1M,Mvar,nan
1616,nan,MAW,megawatt,A unit of power defining the rate of energy transferred or consumed when a current of 1000 amperes flows due to a potential of 1000 volts at unity power factor.,1S,MW,10⁶ W
1617,nan,MBE,thousand standard brick equivalent,A unit of count defining the number of one thousand brick equivalent units.,3.5,nan,nan
1618,nan,MBF,thousand board foot,A unit of volume equal to one thousand board foot.,3.5,nan,nan
1619,nan,MBR,millibar,nan,1S,mbar,10² Pa
1620,nan,MC,microgram,nan,1S,µg,10⁻⁹ kg
1621,nan,MCU,millicurie,nan,2S,mCi,"3,7 x 10⁷ Bq"
1622,nan,MD,air dry metric ton,"A unit of count defining the number of metric tons of a product, disregarding the water content of the product.",3.1,nan,nan
1623,X,MF,milligram per square foot per side,nan,3.1,nan,nan
1624,nan,MGM,milligram,nan,1S,mg,10⁻⁶ kg
1625,nan,MHZ,megahertz,nan,1S,MHz,10⁶ Hz
1626,nan,MIK,square mile (statute mile),nan,2,mi²,"2,589 988 km²"
1627,nan,MIL,thousand,nan,3.7,nan,10³
1628,nan,MIN,minute [unit of time],nan,1,min,60 s
1629,nan,MIO,million,nan,3.7,nan,10⁶
1630,nan,MIU,million international unit,A unit of count defining the number of international units in multiples of 10⁶.,3.7,nan,nan
1631,X,MK,milligram per square inch,nan,3.5,mg/in²,nan
1632,nan,MLD,milliard,Synonym: billion (US),3.7,nan,10⁹
1633,nan,MLT,millilitre,nan,1S,ml,10⁻⁶ m³
1634,nan,MMK,square millimetre,nan,1S,mm²,10⁻⁶ m²
1635,nan,MMQ,cubic millimetre,nan,1S,mm³,10⁻⁹ m³
1636,nan,MMT,millimetre,nan,1S,mm,10⁻³ m
1637,nan,MND,"kilogram, dry weight","A unit of mass defining the number of kilograms of a product, disregarding the water content of the product.",3.1,nan,nan
1638,nan,MON,month,"Unit of time equal to 1/12 of a year of 365,25 days.",2,mo,"2,629 800 x 10⁶ s"
1639,nan,MPA,megapascal,nan,1S,MPa,10⁶ Pa
1640,X,MQ,thousand metre,nan,3.8,nan,10³m
1641,nan,MQH,cubic metre per hour,nan,1M,m³/h,"2,777 78 x 10⁻⁴ m³/s"
1642,nan,MQS,cubic metre per second,nan,1,m³/s,m³/s
1643,nan,MSK,metre per second squared,nan,1,m/s²,m/s²
1644,X,MT,mat,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,nan,nan
1645,nan,MTK,square metre,nan,1,m²,m²
1646,nan,MTQ,cubic metre,Synonym: metre cubed,1,m³,m³
1647,nan,MTR,metre,nan,1,m,m
1648,nan,MTS,metre per second,nan,1,m/s,m/s
1649,X,MV,number of mults,nan,3.7,nan,nan
1650,nan,MVA,megavolt - ampere,nan,1S,MV·A,10⁶ V x A
1651,nan,MWH,megawatt hour (1000 kW.h),A unit of power defining the total amount of bulk energy transferred or consumed.,1S,MW·h,"3,6 x 10⁹ J"
1652,nan,N1,pen calorie,A unit of count defining the number of calories prescribed daily for parenteral/enteral therapy.,3.9,nan,nan
1653,nan,N10,pound foot per second,Product of the avoirdupois pound according to the avoirdupois unit system and the unit foot according to the Anglo-American and Imperial system of units divided by the SI base unit second.,2.0,lb·(ft/s),"1,382 550 x 10⁻¹ kg x m/s"
1654,nan,N11,pound inch per second,Product of the avoirdupois pound according to the avoirdupois unit system and the unit inch according to the Anglo-American and Imperial system of units divided by the SI base unit second.,2.0,lb·(in/s),"1,152 125 x 10⁻² kg x m/s"
1655,nan,N12,Pferdestaerke,"Obsolete unit of the power relating to DIN 1301-3:1979: 1 PS = 735,498 75 W.",2,PS,"7,354 988 x 10² W"
1656,nan,N13,centimetre of mercury (0 ºC),"Non SI-conforming unit of pressure, at which a value of 1 cmHg meets the static pressure, which is generated by a mercury at a temperature of 0 °C with a height of 1 centimetre .",2,cmHg (0 ºC),"1,333 22 x 10³ Pa"
1657,nan,N14,centimetre of water (4 ºC),"Non SI-conforming unit of pressure, at which a value of 1 cmH2O meets the static pressure, which is generated by a head of water at a temperature of 4 °C with a height of 1 centimetre .",2,cmH₂O (4 °C),"9,806 38 x 10 Pa"
1658,nan,N15,foot of water (39.2 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 ftH2O is equivalent to the static pressure, which is generated by a head of water at a temperature 39,2°F with a height of 1 foot .",2,"ftH₂O (39,2 ºF)","2,988 98 x 10³  Pa"
1659,nan,N16,inch of mercury (32 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 inHg meets the static pressure, which is generated by a mercury at a temperature of 32°F with a height of 1 inch.",2,inHG (32 ºF),"3,386 38 x 10³  Pa"
1660,nan,N17,inch of mercury (60 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 inHg meets the static pressure, which is generated by a mercury at a temperature of 60°F with a height of 1 inch.",2,inHg (60 ºF),"3,376 85 x 10³  Pa"
1661,nan,N18,inch of water (39.2 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 inH2O meets the static pressure, which is generated by a head of water at a temperature of 39,2°F with a height of 1 inch .",2,"inH₂O (39,2 ºF)","2,490 82 × 10² Pa"
1662,nan,N19,inch of water (60 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 inH2O meets the static pressure, which is generated by a head of water at a temperature of 60°F with a height of 1 inch .",2,inH₂O (60 ºF),"2,488 4 × 10² Pa"
1663,X,N2,number of lines,nan,3.9,nan,nan
1664,nan,N20,kip per square inch,Non SI-conforming unit of the pressure according to the Anglo-American system of units as the 1000-fold of the unit of the force pound-force divided by the power of the unit inch by exponent 2.,2,ksi,"6,894 757 x 10⁶ Pa"
1665,nan,N21,poundal per square foot,"Non SI-conforming unit of pressure by the Imperial system of units according to NIST: 1 pdl/ft² = 1,488 164 Pa.",2,pdl/ft²,"1,488 164 Pa"
1666,nan,N22,ounce (avoirdupois) per square inch,Unit of the surface specific mass (avoirdupois ounce according to the avoirdupois system of units according to the surface square inch according to the Anglo-American and Imperial system of units).,2,oz/in²,"4,394 185 x 10 kg/m²"
1667,nan,N23,conventional metre of water,"Not SI-conforming unit of pressure, whereas a value of 1 mH2O is equivalent to the static pressure, which is produced by one metre high water column .",2,mH₂O,"9,806 65 x 10³ Pa"
1668,nan,N24,gram per square millimetre,"0,001-fold of the SI base unit kilogram divided by the 0.000 001-fold of the power of the SI base unit meter by exponent 2.",2,g/mm²,10³ kg/m²
1669,nan,N25,pound per square yard,Unit for areal-related mass as a unit pound according to the avoirdupois unit system divided by the power of the unit yard according to the Anglo-American and Imperial system of units with exponent 2.,2,lb/yd²,"5,424 919 x 10⁻¹ kg/m²"
1670,nan,N26,poundal per square inch,Non SI-conforming unit of the pressure according to the Imperial system of units (poundal by square inch).,2,pdl/in²,"2,142 957 × 10² Pa"
1671,nan,N27,foot to the fourth power,"Power of the unit foot according to the Anglo-American and Imperial system of units by exponent 4 according to NIST: 1 ft4 = 8,630 975 m4.",2,ft⁴,"8,630 975 x 10⁻³ m⁴"
1672,nan,N28,cubic decimetre per kilogram,"0,001 fold of the power of the SI base unit meter by exponent 3 divided by the SI based unit kilogram.",1M,dm³/kg,10⁻³ m³ x kg⁻¹
1673,nan,N29,cubic foot per pound,Power of the unit foot according to the Anglo-American and Imperial system of units by exponent 3 divided by the unit avoirdupois pound according to the avoirdupois unit system.,2.0,ft³/lb,"6,242 796 x 10⁻² m³/kg"
1674,nan,N3,print point,nan,3.5,nan,"0,013 8 in (approx)"
1675,nan,N30,cubic inch per pound,Power of the unit inch according to the Anglo-American and Imperial system of units by exponent 3 divided by the avoirdupois pound according to the avoirdupois unit system .,2.0,in³/lb,"3,612 728 x 10⁻⁵ m³/kg"
1676,nan,N31,kilonewton per metre,1000-fold of the derived SI unit newton divided by the SI base unit metre.,1M,kN/m,10³ N/m
1677,nan,N32,poundal per inch,Non SI-conforming unit of the surface tension according to the Imperial unit system as quotient poundal by inch.,2.0,pdl/in,"5,443 110 N/m"
1678,nan,N33,pound-force per yard,Unit of force per unit length based on the Anglo-American system of units.,2.0,lbf/yd,"4,864 635 N/m"
1679,nan,N34,poundal second per square foot,Non SI-conforming unit of viscosity.,2.0,(pdl/ft²)·s,"1,488 164 Pa x s"
1680,nan,N35,poise per pascal,CGS (Centimetre-Gram-Second system) unit poise divided by the derived SI unit pascal.,2,P/Pa,"0,1 s"
1681,nan,N36,newton second per square metre,Unit of the dynamic viscosity as a product of unit of the pressure (newton by square metre) multiplied with the SI base unit second.,1S,(N/m²)·s,Pa x s
1682,nan,N37,kilogram per metre second,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre and by the SI base unit second.,1.0,kg/(m·s),Pa x s
1683,nan,N38,kilogram per metre minute,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre and by the unit minute.,1.0,kg/(m·min),"1,666 67 × 10⁻² Pa x s"
1684,nan,N39,kilogram per metre day,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre and by the unit day.,1M,kg/(m·d),"1,157 41 × 10⁻⁵ Pa x s"
1685,nan,N40,kilogram per metre hour,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre and by the unit hour.,1M,kg/(m·h),"2,777 78 × 10⁻⁴ Pa x s"
1686,nan,N41,gram per centimetre second,"Unit of the dynamic viscosity as a quotient of the 0,001-fold of the SI base unit kilogram divided by the 0,01-fold of the SI base unit metre and SI base unit second.",1M,g/(cm·s),"0,1 Pa x s"
1687,nan,N42,poundal second per square inch,Non SI-conforming unit of dynamic viscosity according to the Imperial system of units as product unit of the pressure (poundal by square inch) multiplied by the SI base unit second.,2.0,(pdl/in²)·s,"2,142 957 x 10² Pa x s"
1688,nan,N43,pound per foot minute,Unit of the dynamic viscosity according to the Anglo-American unit system.,2.0,lb/(ft·min),"2,480 273 x 10⁻²  Pa x s"
1689,nan,N44,pound per foot day,Unit of the dynamic viscosity according to the Anglo-American unit system.,2.0,lb/(ft·d),"1,722 412 x 10⁻⁵ Pa x s"
1690,nan,N45,cubic metre per second pascal,Power of the SI base unit meter by exponent 3 divided by the product of the SI base unit second and the derived SI base unit pascal.,1S,(m³/s)/Pa,kg⁻¹ x m⁴ x s
1691,nan,N46,foot poundal,Unit of the work (force-path).,2,ft·pdl,"4,214 011 x 10⁻² J"
1692,nan,N47,inch poundal,Unit of work (force multiplied by path) according to the Imperial system of units as a product unit inch multiplied by poundal.,2.0,in·pdl,"3,511 677 x 10⁻³ J"
1693,nan,N48,watt per square centimetre,"Derived SI unit watt divided by the power of the 0,01-fold the SI base unit metre by exponent 2.",2.0,W/cm²,10⁴ W/m²
